date,team,opponent,goals_for,goals_against,goal_diff,result,tournament,neutral,outcome,days_since_last_match,rolling_goal_diff_5,win,rolling_win_rate_5,ewa_win_rate,ewa_goal_diff,tournament_weight,team_elo,opponent_elo,elo_diff,opp_elo_strength_5,win_vs_strong,rolling_win_vs_strong_5,rolling_goal_diff_std_5,rolling_win_rate_std_5,ewa_win_rate_momentum,ewa_goal_diff_momentum
2008-10-15,Albania,Portugal,0,0,0,0,World Cup qualifier,False,1,,0.4,0,0.4,0.3696682464454977,0.1516587677725118,4.0,1506.0,1827.0,-321.0,,0.0,0.4,,,,
2008-11-19,Albania,Azerbaijan,1,1,0,0,Friendly,False,1,35.0,0.6,0,0.4,0.23458646616541362,0.09624060150375939,1.0,1506.0,1366.0,140.0,,,0.4,,,,
2009-02-11,Albania,Malta,0,0,0,0,World Cup qualifier,False,1,84.0,0.2,0,0.2,0.1515298688683828,0.06216610004856726,4.0,1506.0,1229.0,277.0,,,0.2,,,,
2009-03-28,Albania,Hungary,0,1,-1,-1,World Cup qualifier,False,0,45.0,0.2,0,0.2,0.09896907216494852,0.04060269627279937,4.0,1506.0,1604.0,-98.0,,0.0,0.2,,,,
2009-04-01,Albania,Denmark,0,3,-3,-1,World Cup qualifier,False,0,4.0,-0.6,0,0.0,0.06509832559595227,-0.3155286630848677,4.0,1506.0,1818.0,-312.0,,0.0,0.0,,,,
2009-06-06,Albania,Portugal,1,2,-1,-1,World Cup qualifier,False,0,66.0,-0.8,0,0.0,0.043015941404567035,-1.226143903489875,4.0,1506.0,1827.0,-321.0,1568.8,0.0,0.0,1.3038404810405297,0.0,-0.3266523050409306,-1.3778026712623868
2009-06-10,Albania,Georgia,1,1,0,0,Friendly,False,1,4.0,-1.0,0,0.0,0.028509586005631127,-1.1498809245055652,1.0,1506.0,1517.0,-11.0,1568.8,0.0,0.0,1.2247448713915892,0.0,-0.20607688015978248,-1.2461215260093246
2009-08-12,Albania,Cyprus,6,1,5,1,Friendly,False,2,63.0,-1.0,1,0.0,0.01893257734500187,-0.7636101603314718,1.0,1506.0,1525.0,-19.0,1599.0,1.0,0.0,1.2247448713915892,0.0,-0.13259729152338093,-0.825776260380039
2009-09-09,Albania,Denmark,1,1,0,0,World Cup qualifier,False,1,28.0,0.0,0,0.2,0.3476440470553819,1.167515797875459,4.0,1506.0,1818.0,-312.0,1658.2,0.0,0.2,3.0,0.4472135954999579,0.24867497489043336,1.1269131016026595
2009-10-14,Albania,Sweden,1,4,-3,-1,World Cup qualifier,False,0,35.0,0.2,0,0.2,0.23136438351566166,0.7770061794765015,4.0,1506.0,1796.0,-290.0,1701.0,0.0,0.2,2.949576240750525,0.4472135954999579,0.1662660579197094,1.0925348425613692
2009-11-14,Albania,Estonia,0,0,0,0,Friendly,False,1,31.0,0.2,0,0.2,0.1540664001655754,-0.48487759164674193,1.0,1506.0,1399.0,107.0,1696.6,,0.2,2.949576240750525,0.4472135954999579,0.11105045876100837,0.741266311843133
2010-03-03,Albania,Northern Ireland,1,0,1,1,Friendly,False,2,109.0,0.6,1,0.4,0.4020589913310838,0.11844452884332005,1.0,1506.0,1565.0,-59.0,1611.0,1.0,0.25,2.8809720581775866,0.4472135954999579,0.37354940532545267,1.2683254533488852
2010-05-25,Albania,Montenegro,1,0,1,1,Friendly,False,2,83.0,-0.2,1,0.4,0.6015076157017873,0.4124953189372684,1.0,1506.0,1666.0,-160.0,1620.6,1.0,0.5,2.8809720581775866,0.5477225575051661,0.5825750383567855,1.1761054792687402
2010-06-02,Albania,Andorra,1,0,1,1,Friendly,False,2,8.0,0.0,1,0.6,0.734398356549455,0.6084185922399579,1.0,1506.0,1049.0,457.0,1648.8,,0.5,1.6431676725154984,0.5477225575051661,0.3867543094940731,-0.559097205635501
2010-08-11,Albania,Uzbekistan,1,0,1,1,Friendly,False,2,70.0,0.8,1,0.8,0.8229588703842754,0.738984993218756,1.0,1506.0,1555.0,-49.0,1495.0,1.0,0.6666666666666666,1.7320508075688772,0.5477225575051661,0.5915944868686137,-0.03802118625774553
2010-09-03,Albania,Romania,1,1,0,0,European Championship qual,False,1,23.0,1.0,0,1.0,0.8819844140379425,0.8260074422421502,3.0,1506.0,1908.0,-402.0,1446.8,0.0,1.0,0.4472135954999579,0.4472135954999579,0.7279180138723671,1.310885033888892
2010-09-07,Albania,Luxembourg,1,0,1,1,European Championship qual,False,2,4.0,0.8,1,0.8,0.5879503095887738,0.5506348226330572,3.0,1506.0,1088.0,418.0,1548.6,,0.75,0.4472135954999579,0.4472135954999579,0.18589131825769,0.43219029378973717
2010-10-08,Albania,Bosnia and Herzegovina,1,1,0,0,European Championship qual,False,1,31.0,0.8,0,0.8,0.7253124460165746,0.7004365631410492,3.0,1544.0,1612.0,-68.0,1453.2,0.0,0.6666666666666666,0.4472135954999579,0.4472135954999579,0.12380483031478728,0.2879412442037808
2010-10-12,Albania,Belarus,0,2,-2,-1,European Championship qual,False,0,4.0,0.6,0,0.6,0.4835272678663407,0.4669438385475351,3.0,1544.0,1632.0,-88.0,1442.4,0.0,0.3333333333333333,0.5477225575051661,0.5477225575051661,-0.25087108868311425,-0.1414747536924228
2010-11-17,Albania,Macedonia,0,0,0,0,Friendly,False,1,36.0,0.0,0,0.4,0.3223451287551826,-0.3554033409999429,1.0,1544.0,1581.0,-37.0,1559.0,0.0,0.25,1.224744871391589,0.5477225575051661,-0.5006137416290928,-1.0943883342186989
2011-02-09,Albania,Slovenia,1,2,-1,-1,Friendly,False,0,84.0,-0.2,0,0.2,0.21489391563898835,-0.23693243286657986,1.0,1519.0,1700.0,-181.0,1564.2,0.0,0.0,1.0954451150103321,0.4472135954999579,-0.6670904983989541,-1.06293987510873
2011-03-26,Albania,Belarus,1,0,1,1,European Championship qual,False,2,45.0,-0.4,1,0.2,0.14326134962508058,-0.49129276556014845,3.0,1541.0,1636.0,-95.0,1522.6,1.0,0.0,1.140175425099138,0.4472135954999579,-0.44468895996369323,-1.0419275881932055
2011-06-07,Albania,Bosnia and Herzegovina,0,2,-2,-1,European Championship qual,False,0,73.0,-0.4,0,0.2,0.428844250769496,0.005810655953485879,3.0,1541.0,1640.0,-99.0,1632.2,0.0,0.2,1.140175425099138,0.4472135954999579,-0.2964681952470786,-0.6946259071875633
2011-06-20,Albania,Argentina,0,4,-4,-1,Friendly,False,0,13.0,-0.8,0,0.2,0.2858950489391515,-0.6627981263185363,1.0,1541.0,1999.0,-458.0,1637.8,0.0,0.2,1.3038404810405297,0.4472135954999579,-0.19763221892718918,-1.1297419648660714
2011-08-10,Albania,Montenegro,3,2,1,1,Friendly,False,2,51.0,-1.2,1,0.2,0.19059620230022423,-1.77520455218427,1.0,1541.0,1714.0,-173.0,1711.2,1.0,0.2,1.9235384061671343,0.4472135954999579,-0.1317489264549584,-1.4198012111843272
2011-09-02,Albania,France,1,2,-1,-1,European Championship qual,False,0,23.0,-1.0,0,0.4,0.46039840622957506,-0.8501331518993261,3.0,1541.0,1817.0,-276.0,1737.8,0.0,0.4,2.1213203435596424,0.5477225575051661,0.2455044905905867,-0.6132007190327463
2011-09-06,Albania,Luxembourg,1,2,-1,-1,European Championship qual,False,0,4.0,-1.0,0,0.4,0.30693191511201084,-0.9000888837212797,3.0,1493.0,1155.0,338.0,1761.2,,0.4,2.1213203435596424,0.5477225575051661,0.16367056548693026,-0.40879611816113126
2011-10-07,Albania,France,0,3,-3,-1,European Championship qual,False,0,31.0,-1.4,0,0.2,0.20462111864933222,-0.9333926406089295,3.0,1493.0,1849.0,-356.0,1665.0,0.0,0.25,1.816590212458495,0.4472135954999579,-0.2242231321201638,-0.9392032965624153
2011-10-11,Albania,Romania,1,1,0,0,European Championship qual,False,1,4.0,-1.6,0,0.2,0.13641400883653046,-1.6222624700398567,3.0,1494.0,1694.0,-200.0,1706.8,0.0,0.25,1.9493588689617927,0.4472135954999579,-0.14948104010262106,-0.9594643437213204
2011-11-11,Albania,Azerbaijan,0,1,-1,-1,Friendly,False,0,31.0,-0.8,0,0.2,0.09094264132970296,-1.08150794199052,1.0,1494.0,1390.0,104.0,1645.8,,0.25,1.4832396974191326,0.4472135954999579,-0.09965356097052126,0.6936966101937501
2011-11-15,Albania,Macedonia,0,0,0,0,Friendly,False,1,4.0,-1.2,0,0.0,0.060628413674039254,-1.0543386155544487,1.0,1494.0,1505.0,-11.0,1581.0,0.0,0.0,1.0954451150103324,0.0,-0.3997699925555358,-0.2042054636551226
2012-02-29,Albania,Georgia,1,2,-1,-1,Friendly,False,0,106.0,-1.0,0,0.0,0.04041893628087472,-0.7028923030986136,1.0,1475.0,1500.0,-25.0,1518.6,0.0,0.0,1.2247448713915892,0.0,-0.2665129788311361,0.1971965806226661
2012-05-22,Albania,Qatar,2,1,1,1,Friendly,True,2,83.0,-1.0,1,0.0,0.026945954779035056,-0.8019282222180552,1.0,1486.0,1507.0,-21.0,1587.6,1.0,0.0,1.2247448713915892,0.0,-0.17767516387029716,0.1314644183908743
2012-05-27,Albania,Iran,1,0,1,1,Friendly,True,2,5.0,-0.2,1,0.2,0.35129734718642724,-0.20128539999754633,1.0,1486.0,1725.0,-239.0,1519.2,1.0,0.25,0.8366600265340757,0.4472135954999579,0.21488333834989679,1.4209770700423103
2012-09-07,Albania,Cyprus,3,1,2,1,World Cup qualifier,False,2,103.0,0.2,1,0.4,0.37835437815861855,0.13276206458586384,4.0,1486.0,1467.0,19.0,1525.4,,0.5,1.0,0.5477225575051661,0.2874117368289156,1.2142700065763838
2012-09-11,Albania,Switzerland,0,2,-2,-1,World Cup qualifier,False,0,4.0,0.6,0,0.6,0.5855695937680004,0.7551747347415034,4.0,1511.0,1820.0,-309.0,1540.8,0.0,0.5,1.140175425099138,0.5477225575051661,0.5249411800939612,1.8095133502959522
2012-10-12,Albania,Iceland,1,2,-1,-1,World Cup qualifier,False,0,31.0,0.4,0,0.6,0.3903797239482883,-0.16321686811521943,4.0,1511.0,1467.0,44.0,1603.8,,0.5,1.6431676725154984,0.5477225575051661,0.34996078766741356,0.5396754349833942
2012-10-16,Albania,Slovenia,1,0,1,1,World Cup qualifier,False,2,4.0,0.0,1,0.4,0.26025314697424623,-0.4421445837263119,4.0,1511.0,1625.0,-114.0,1597.2,1.0,0.6666666666666666,1.6431676725154984,0.5477225575051661,0.23330719219521118,0.3597836384917433
2012-11-14,Albania,Cameroon,0,0,0,0,Friendly,True,1,29.0,0.0,0,0.4,0.5068354342528346,0.038570283240863264,1.0,1511.0,1656.0,-145.0,1620.8,0.0,0.6666666666666666,1.6431676725154984,0.5477225575051661,0.15553808706640737,0.23985568323840958
2013-02-06,Albania,Georgia,1,2,-1,-1,Friendly,False,0,84.0,0.0,0,0.4,0.3378902881605222,0.025713522058497158,1.0,1511.0,1516.0,-5.0,1607.0,0.0,0.3333333333333333,1.5811388300841898,0.5477225575051661,-0.040464089998096364,-0.10704854252736669
2013-03-22,Albania,Norway,1,0,1,1,World Cup qualifier,False,2,44.0,-0.6,1,0.2,0.22526019151085147,-0.316190987104073,4.0,1511.0,1712.0,-201.0,1616.8,1.0,0.25,1.140175425099138,0.4472135954999579,-0.36030940225714897,-1.0713657218455763
2013-03-26,Albania,Lithuania,4,1,3,1,Friendly,False,2,4.0,0.0,1,0.4,0.48350679525185253,0.12253934347878286,1.0,1511.0,1466.0,45.0,1595.2,,0.5,1.0,0.5477225575051661,0.09312707130356424,0.2857562115940023
2013-06-07,Albania,Norway,1,1,0,0,World Cup qualifier,False,1,73.0,0.8,0,0.6,0.6556711972395839,1.0816928979089238,4.0,1511.0,1712.0,-201.0,1595.0,0.0,0.5,1.4832396974191326,0.5477225575051661,0.39541805026533766,1.5238374816352356
2013-08-14,Albania,Armenia,2,0,2,1,Friendly,False,2,68.0,0.6,1,0.4,0.43711413115028663,0.7211285980404658,1.0,1511.0,1532.0,-21.0,1612.4,1.0,0.25,1.51657508881031,0.5477225575051661,-0.06972130310254798,0.6825583147996025
2013-09-06,Albania,Slovenia,0,1,-1,-1,World Cup qualifier,False,0,23.0,1.0,0,0.6,0.6247427542963666,1.1474190658060195,4.0,1511.0,1625.0,-114.0,1587.6,0.0,0.5,1.5811388300841898,0.5477225575051661,0.2868524661358444,1.1217055437475223
2013-09-10,Albania,Iceland,1,2,-1,-1,World Cup qualifier,False,0,4.0,1.0,0,0.6,0.4164951693857553,0.43161271003840446,4.0,1526.0,1515.0,11.0,1609.4,0.0,0.5,1.5811388300841898,0.5477225575051661,0.19123497787490384,0.7478036971424775
2013-10-11,Albania,Switzerland,1,2,-1,-1,World Cup qualifier,False,0,31.0,0.6,0,0.4,0.27766344619265654,-0.04559152686281562,4.0,1526.0,1847.0,-321.0,1570.0,0.0,0.25,1.816590212458495,0.5477225575051661,-0.205843349059196,-0.16813087034159846
2013-10-15,Albania,Cyprus,0,0,0,0,World Cup qualifier,False,1,4.0,-0.2,0,0.2,0.18510896409976493,-0.3637276846737668,4.0,1526.0,1399.0,127.0,1646.2,,0.2,1.3038404810405297,0.4472135954999579,-0.47056223313981893,-1.4454205825826905
2013-11-15,Albania,Belarus,0,0,0,0,Friendly,True,1,31.0,-0.2,0,0.2,0.12340597605376652,-0.24248512309080453,1.0,1526.0,1584.0,-58.0,1583.6,0.0,0.25,1.3038404810405297,0.4472135954999579,-0.3137081550965201,-0.9636137211312703
2014-03-05,Albania,Malta,2,0,2,1,Friendly,False,2,110.0,-0.6,1,0.0,0.08227065069684726,-0.1616567487160741,1.0,1526.0,1251.0,275.0,1594.0,,0.0,0.5477225575051659,0.0,-0.5424721035995194,-1.3090758145220935
2014-05-31,Albania,Romania,0,1,-1,-1,Friendly,True,0,87.0,0.0,0,0.2,0.3881804338259777,0.5588955009220904,1.0,1526.0,1718.0,-192.0,1519.2,0.0,0.0,1.224744871391589,0.4472135954999579,-0.028314735559777593,0.12728279088368594
2014-06-04,Albania,Hungary,0,1,-1,-1,Friendly,False,0,4.0,0.0,0,0.2,0.2587869558760671,0.03926366724959549,1.0,1526.0,1688.0,-162.0,1559.8,0.0,0.0,1.224744871391589,0.4472135954999579,-0.018876490316589445,0.0848551941124111
2014-06-08,Albania,San Marino,3,0,3,1,Friendly,False,2,4.0,0.0,1,0.2,0.17252463724719228,-0.3071575551810688,1.0,1526.0,881.0,645.0,1528.0,,0.0,1.224744871391589,0.4472135954999579,-0.012584326852572658,0.05657012949269802
2014-09-07,Albania,Portugal,1,0,1,1,European Championship qual,False,2,91.0,0.6,1,0.4,0.44834975817229655,0.7952282965759357,3.0,1526.0,1931.0,-405.0,1424.4,1.0,0.0,1.816590212458495,0.5477225575051661,0.32494378211853003,1.0377134196667404
2014-10-11,Albania,Denmark,1,1,0,0,European Championship qual,False,1,34.0,0.8,0,0.6,0.6322331721181984,0.8634855310518614,3.0,1526.0,1734.0,-208.0,1493.8,0.0,0.3333333333333333,1.7888543819998317,0.5477225575051661,0.5499625214213512,1.0251422797679355
2014-10-14,Albania,Serbia,0,0,0,0,European Championship qual,False,1,3.0,0.4,0,0.4,0.4214887814095849,0.5756570206977618,3.0,1526.0,1728.0,-202.0,1590.4,0.0,0.25,1.6733200530681511,0.5477225575051661,0.03330834758360718,0.01676151977567142
2014-11-14,Albania,France,1,1,0,0,Friendly,False,1,31.0,0.6,0,0.4,0.2809925209385911,0.3837713471302949,1.0,1526.0,1901.0,-375.0,1592.4,0.0,0.25,1.51657508881031,0.5477225575051661,0.022205565062524024,0.3445076798806994
2014-11-18,Albania,Italy,0,1,-1,-1,Friendly,False,0,4.0,0.8,0,0.4,0.1873283472918909,0.2558475647528427,1.0,1526.0,1932.0,-406.0,1635.0,0.0,0.25,1.3038404810405297,0.5477225575051661,0.014803710044698631,0.5630051199339114
2015-03-29,Albania,Armenia,2,1,1,1,European Championship qual,False,2,131.0,0.0,1,0.2,0.12488556486103698,-0.16276829016627073,3.0,1526.0,1589.0,-63.0,1845.2,1.0,0.2,0.7071067811865474,0.4472135954999579,-0.3234641933112596,-0.9579965867422064
2015-06-13,Albania,France,1,0,1,1,Friendly,False,2,76.0,0.0,1,0.2,0.41659037657472114,0.2248211398900782,1.0,1526.0,1901.0,-375.0,1776.8,1.0,0.2,0.7071067811865474,0.4472135954999579,-0.21564279554347726,-0.6386643911617832
2015-09-04,Albania,Denmark,0,0,0,0,European Championship qual,False,1,83.0,0.2,0,0.4,0.6110602510501236,0.4832140932604634,3.0,1526.0,1734.0,-208.0,1810.2,0.0,0.4,0.8366600265340753,0.5477225575051661,0.18957146964053873,-0.09244292743729843
2015-09-07,Albania,Portugal,0,1,-1,-1,European Championship qual,False,0,3.0,0.2,0,0.4,0.4073735006998663,0.32214272884013806,3.0,1526.0,1931.0,-405.0,1811.4,0.0,0.4,0.8366600265340753,0.5477225575051661,0.12638097976127516,-0.06162861829015687
2015-10-08,Albania,Serbia,0,2,-2,-1,European Championship qual,False,0,31.0,0.0,0,0.4,0.2715823337998148,-0.11857151410688635,3.0,1526.0,1728.0,-202.0,1817.4,0.0,0.4,0.9999999999999999,0.5477225575051661,0.08425398650792387,-0.374419078859729
2015-10-11,Albania,Armenia,3,0,3,1,European Championship qual,False,2,3.0,-0.2,1,0.4,0.18105488919983384,-0.7457143427382199,3.0,1526.0,1589.0,-63.0,1776.6,1.0,0.4,1.3038404810405297,0.5477225575051661,0.05616932433879686,-0.5829460525719492
2015-11-13,Albania,Kosovo,2,2,0,0,Friendly,False,1,33.0,0.2,0,0.4,0.45403659279997505,0.5028571048415791,1.0,1614.0,1391.0,223.0,1776.6,,0.4,1.9235384061671343,0.5477225575051661,0.0374462162252539,0.27803596495150085
2015-11-16,Albania,Georgia,2,2,0,0,Friendly,False,1,3.0,0.0,0,0.2,0.3026910618666183,0.33523806989435095,1.0,1614.0,1495.0,119.0,1674.6,,0.25,1.8708286933869704,0.4472135954999579,-0.3083691891835053,-0.14797602336611243
2016-03-26,Albania,Austria,1,2,-1,-1,Friendly,False,0,131.0,0.0,0,0.2,0.20179404124439812,0.22349204659621835,1.0,1614.0,1662.0,-48.0,1626.8,0.0,0.3333333333333333,1.8708286933869704,0.4472135954999579,-0.20557945945546816,-0.09865068224391971
2016-03-29,Albania,Luxembourg,2,0,2,1,Friendly,False,2,3.0,0.0,1,0.2,0.1345293608295925,-0.18433863560255903,1.0,1611.0,1244.0,367.0,1573.0,,0.3333333333333333,1.8708286933869704,0.4472135954999579,-0.1370529729702223,-0.06576712149567268
2016-05-29,Albania,Qatar,3,1,2,1,Friendly,True,2,61.0,0.8,1,0.4,0.42301957388641287,0.5437742429316723,1.0,1611.0,1550.0,61.0,1476.2,1.0,0.5,1.6431676725154982,0.5477225575051661,0.24196468468657903,1.289488585669892
2016-06-03,Albania,Ukraine,1,3,-2,-1,Friendly,True,0,5.0,0.6,0,0.4,0.6153463825909499,1.0291828286211349,1.0,1611.0,1822.0,-211.0,1468.4,0.0,0.5,1.3416407864998734,0.5477225575051661,0.16130978979097482,0.5263257237795558
2016-06-11,Albania,Switzerland,0,1,-1,-1,European Championship,True,0,8.0,0.2,0,0.4,0.41023092172729425,0.019455219080728982,2.0,1611.0,1769.0,-158.0,1554.6,0.0,0.3333333333333333,1.7888543819998315,0.5477225575051661,0.10753985986067593,-0.31578285081362195
2016-06-15,Albania,France,0,2,-2,-1,European Championship,False,0,4.0,0.0,0,0.4,0.273487281151527,-0.3203631872795202,2.0,1611.0,1970.0,-359.0,1609.4,0.0,0.25,1.8708286933869704,0.5477225575051661,0.07169323990712886,-0.5438552338757385
2016-06-19,Albania,Romania,1,0,1,1,European Championship,True,2,4.0,-0.2,1,0.4,0.1823248541010169,-0.8802421248530203,2.0,1611.0,1765.0,-154.0,1671.0,1.0,0.25,2.0493901531919194,0.5477225575051661,0.047795493271424405,-0.6959034892504613
2016-08-31,Albania,Morocco,0,0,0,0,Friendly,False,1,73.0,-0.4,0,0.4,0.4548832360673468,-0.25349474990200854,1.0,1611.0,1572.0,39.0,1775.2,0.0,0.4,1.8165902124584945,0.5477225575051661,0.03186366218093395,-0.7972689928336809
2016-09-06,Albania,Macedonia,2,1,1,1,World Cup qualifier,False,2,6.0,-0.8,1,0.2,0.30325549071156377,-0.16899649993467192,4.0,1635.0,1425.0,210.0,1779.6,,0.2,1.303840481040529,0.4472135954999579,-0.3120908918793861,-1.1981793285558067
2016-10-06,Albania,Liechtenstein,2,0,2,1,World Cup qualifier,False,2,30.0,-0.2,1,0.4,0.5355036604743766,0.22066900004355344,4.0,1635.0,1202.0,433.0,1700.2,,0.25,1.3038404810405293,0.5477225575051661,0.12527273874708234,0.20121378096282447
2016-10-09,Albania,Spain,0,2,-2,-1,World Cup qualifier,False,0,3.0,0.4,0,0.6,0.6903357736495846,0.8137793333623704,4.0,1635.0,2002.0,-367.0,1586.8,0.0,0.3333333333333333,1.51657508881031,0.5477225575051661,0.41684849249805767,1.1341425206418907
2016-11-12,Albania,Israel,0,3,-3,-1,World Cup qualifier,False,0,34.0,0.4,0,0.6,0.46022384909972275,-0.12414711109175443,4.0,1635.0,1574.0,61.0,1593.2,0.0,0.3333333333333333,1.51657508881031,0.5477225575051661,0.27789899499870585,0.7560950137612659
2017-03-24,Albania,Italy,0,2,-2,-1,World Cup qualifier,False,0,132.0,-0.4,0,0.4,0.306815899399815,-1.0827647407278371,4.0,1635.0,1918.0,-283.0,1555.0,0.0,0.0,2.073644135332772,0.5477225575051661,-0.1480673366675318,-0.8292699908258285
2017-03-28,Albania,Bosnia and Herzegovina,1,2,-1,-1,Friendly,False,0,4.0,-0.8,0,0.4,0.20454393293321,-1.3885098271518919,1.0,1635.0,1769.0,-134.0,1624.2,0.0,0.0,2.16794833886788,0.5477225575051661,-0.09871155777835378,-1.21951332721722
2017-06-04,Albania,Luxembourg,1,2,-1,-1,Friendly,False,0,68.0,-1.2,0,0.2,0.1363626219554733,-1.2590065514345945,1.0,1635.0,1232.0,403.0,1693.0,,0.0,1.9235384061671343,0.4472135954999579,-0.39914103851890326,-1.4796755514781479
2017-06-11,Albania,Israel,3,0,3,1,World Cup qualifier,False,2,7.0,-1.8,1,0.0,0.0909084146369822,-1.1726710342897297,4.0,1635.0,1574.0,61.0,1699.0,1.0,0.0,0.8366600265340751,0.0,-0.5994273590126025,-1.9864503676521001
2017-09-02,Albania,Liechtenstein,2,0,2,1,World Cup qualifier,False,2,83.0,-0.8,1,0.2,0.39393894309132144,0.2182193104735135,4.0,1635.0,1202.0,433.0,1613.4,,0.25,2.280350850198276,0.4472135954999579,-0.06628490600840131,0.3423664215652679
2017-09-05,Albania,Macedonia,1,1,0,0,World Cup qualifier,False,1,3.0,0.2,0,0.4,0.5959592953942142,0.8121462069823423,4.0,1635.0,1425.0,210.0,1539.0,,0.3333333333333333,2.1679483388678804,0.5477225575051661,0.2891433959943992,1.8949109477101795
2017-10-06,Albania,Spain,0,3,-3,-1,World Cup qualifier,False,0,31.0,0.6,0,0.4,0.39730619692947616,0.5414308046548949,4.0,1635.0,2002.0,-367.0,1440.4,0.0,0.5,1.8165902124584954,0.5477225575051661,0.19276226399626617,1.9299406318067867
2017-10-09,Albania,Italy,0,1,-1,-1,World Cup qualifier,False,0,3.0,0.2,0,0.4,0.2648707979529841,-0.6390461302300701,4.0,1635.0,1918.0,-283.0,1487.0,0.0,0.5,2.387467277262665,0.5477225575051661,0.12850817599751083,0.6199604212045244
2017-11-13,Albania,Turkey,3,2,1,1,Friendly,False,2,35.0,0.2,1,0.4,0.17658053196865608,-0.7593640868200467,1.0,1635.0,1823.0,-188.0,1624.2,1.0,0.3333333333333333,2.387467277262665,0.5477225575051661,0.08567211733167389,0.413306947469683
2018-03-26,Albania,Norway,0,1,-1,-1,Friendly,False,0,133.0,-0.2,0,0.4,0.45105368797910406,-0.1729093912133645,1.0,1635.0,1561.0,74.0,1674.0,0.0,0.3333333333333333,1.9235384061671346,0.5477225575051661,0.05711474488778262,-0.39112870168687797
2018-05-29,Albania,Kosovo,0,3,-3,-1,Friendly,True,0,64.0,-0.8,0,0.2,0.30070245865273604,-0.44860626080890964,1.0,1635.0,1405.0,230.0,1745.8,,0.25,1.4832396974191324,0.4472135954999579,-0.2952568367414782,-1.260752467791252
2018-06-03,Albania,Ukraine,1,4,-3,-1,Friendly,True,0,5.0,-1.4,0,0.2,0.2004683057684907,-1.299070840539273,1.0,1635.0,1742.0,-107.0,1741.8,0.0,0.25,1.6733200530681507,0.4472135954999579,-0.19683789116098546,-1.840501645194168
2018-09-07,Albania,Israel,1,0,1,1,European Nations League C,False,2,96.0,-1.4,1,0.2,0.1336455371789938,-1.866047227026182,2.0,1635.0,1574.0,61.0,1689.8,1.0,0.25,1.6733200530681507,0.4472135954999579,-0.13122526077399033,-1.227001096796112
2018-09-10,Albania,Scotland,0,2,-2,-1,European Nations League C,False,0,3.0,-1.0,0,0.4,0.42243035811932916,-0.910698151350788,2.0,1635.0,1717.0,-82.0,1621.0,0.0,0.5,1.9999999999999998,0.5477225575051661,0.24584982615067308,-0.15133406453074127
2018-10-10,Albania,Jordan,0,0,0,0,Friendly,False,1,30.0,-1.6,0,0.2,0.28162023874621944,-1.273798767567192,1.0,1635.0,1467.0,168.0,1599.8,,0.25,1.6733200530681507,0.4472135954999579,-0.16943344923288461,-1.1008893763538274
2018-10-14,Albania,Israel,0,2,-2,-1,European Nations League C,False,0,4.0,-1.4,0,0.2,0.18774682583081295,-0.849199178378128,2.0,1635.0,1574.0,61.0,1581.0,0.0,0.3333333333333333,1.8165902124584945,0.4472135954999579,-0.11295563282192309,-0.40059291756921833
2018-11-17,Albania,Scotland,0,4,-4,-1,European Nations League C,False,0,34.0,-1.2,0,0.2,0.1251645505538753,-1.2327994522520853,2.0,1499.0,1712.0,-213.0,1614.8,0.0,0.25,1.643167672515498,0.4472135954999579,-0.07530375521461541,0.0662713882871877
2018-11-20,Albania,Wales,1,0,1,1,Friendly,False,2,3.0,-1.4,1,0.2,0.08344303370258353,-2.1551996348347235,1.0,1499.0,1672.0,-173.0,1608.8,1.0,0.25,1.9493588689617924,0.4472135954999579,-0.05020250347641027,-0.28915240780854146
2019-03-22,Albania,Turkey,0,2,-2,-1,European Championship qual,False,0,122.0,-1.4,0,0.2,0.388962022468389,-1.103466423223149,3.0,1499.0,1692.0,-193.0,1628.4,0.0,0.25,1.9493588689617924,0.4472135954999579,-0.03346833565094015,-0.192768271872361
2019-03-25,Albania,Andorra,3,0,3,1,European Championship qual,False,2,3.0,-1.4,1,0.2,0.259308014978926,-1.4023109488154326,3.0,1499.0,1012.0,487.0,1623.4,,0.25,1.9493588689617924,0.4472135954999579,-0.022312223767293415,-0.1285121812482406
2019-06-08,Albania,Iceland,0,1,-1,-1,European Championship qual,False,0,75.0,-0.8,0,0.4,0.506205343319284,0.06512603412304492,3.0,1499.0,1787.0,-288.0,1532.4,0.0,0.25,2.7748873851023212,0.5477225575051661,0.3184585174884711,0.9143252125011729
2019-09-07,Albania,France,1,4,-3,-1,European Championship qual,False,0,91.0,0.6,0,0.6,0.5583134859196818,0.4733893484991311,3.0,1499.0,1994.0,-495.0,1575.0,0.0,0.25,2.701851217221259,0.5477225575051661,0.43314893536580645,1.7061888007512165
2019-09-10,Albania,Iceland,4,2,2,1,European Championship qual,False,2,3.0,-0.2,1,0.4,0.3722089906131212,-0.6844071010005792,3.0,1499.0,1787.0,-288.0,1631.4,1.0,0.25,2.4083189157584592,0.5477225575051661,0.28876595691053764,1.4707925338341443
2019-10-11,Albania,Turkey,0,1,-1,-1,European Championship qual,False,0,31.0,0.6,0,0.6,0.5814726604087475,0.21039526599961386,3.0,1499.0,1692.0,-193.0,1654.4,0.0,0.25,2.5884358211089573,0.5477225575051661,0.19251063794035844,1.3138616892227628
