date,team,opponent,goals_for,goals_against,goal_diff,result,tournament,neutral,outcome,days_since_last_match,rolling_goal_diff_5,win,rolling_win_rate_5,ewa_win_rate,ewa_goal_diff,tournament_weight,team_elo,opponent_elo,elo_diff,opp_elo_strength_5,win_vs_strong,rolling_win_vs_strong_5,rolling_goal_diff_std_5,rolling_win_rate_std_5,ewa_win_rate_momentum,ewa_goal_diff_momentum
2017-06-08,Australia,Saudi Arabia,3,2,1,1,World Cup qualifier,False,2,72.0,0.4,1,0.2,0.4352695359499917,0.8226950524357028,4.0,1701.0,1610.0,91.0,1552.6,1.0,0.25,0.8944271909999159,0.4472135954999579,-0.33880850267025814,-0.36214550199791606
2017-06-13,Australia,Brazil,0,4,-4,-1,Friendly,False,0,5.0,0.6,0,0.4,0.6235130239666611,0.8817967016238019,1.0,1701.0,2118.0,-417.0,1563.4,0.0,0.5,0.8944271909999159,0.5477225575051661,0.10746099821982791,0.09190299866805596
2017-06-19,Australia,Germany,2,3,-1,-1,Confederations Cup,True,0,6.0,-0.2,0,0.4,0.4156753493111074,-0.7454688655841322,2.0,1701.0,2040.0,-339.0,1640.2,0.0,0.5,2.280350850198276,0.5477225575051661,0.07164066547988529,-1.2720646675546294
2017-06-22,Australia,Cameroon,1,1,0,0,Confederations Cup,True,1,3.0,-0.4,0,0.4,0.27711689954073826,-0.8303125770560881,2.0,1701.0,1691.0,10.0,1767.0,0.0,0.4,2.3021728866442674,0.5477225575051661,0.04776044365325685,-1.1813764450364195
2017-06-25,Australia,Chile,1,1,0,0,Confederations Cup,True,1,3.0,-0.4,0,0.4,0.1847445996938255,-0.553541718037392,2.0,1701.0,1973.0,-272.0,1804.2,0.0,0.4,2.3021728866442674,0.5477225575051661,0.0318402957688379,-0.7875842966909464
2017-08-31,Australia,Japan,0,2,-2,-1,World Cup qualifier,False,0,67.0,-0.8,0,0.2,0.12316306646255033,-0.369027812024928,4.0,1701.0,1778.0,-77.0,1886.4,0.0,0.2,1.9235384061671346,0.4472135954999579,-0.31210646948744136,-1.1917228644606308
2017-09-05,Australia,Thailand,2,1,1,1,World Cup qualifier,False,2,5.0,-1.4,1,0.0,0.08210871097503356,-0.9126852080166187,4.0,1701.0,1394.0,307.0,1920.0,,0.0,1.6733200530681511,0.0,-0.5414043129916275,-1.7944819096404205
2017-10-05,Australia,Syria,1,1,0,0,World Cup qualifier,True,1,30.0,-0.4,0,0.2,0.3880724739833557,-0.2751234720110791,4.0,1701.0,1573.0,128.0,1775.2,0.0,0.0,1.1401754250991376,0.4472135954999579,-0.027602875327751686,0.47034539357305305
2017-10-10,Australia,Syria,2,1,1,1,World Cup qualifier,False,2,5.0,-0.2,1,0.2,0.25871498265557047,-0.18341564800738608,4.0,1713.0,1612.0,101.0,1681.8,1.0,0.0,1.095445115010332,0.4472135954999579,-0.01840191688516779,0.646896929048702
2017-11-10,Australia,Honduras,0,0,0,0,World Cup qualifier,False,1,31.0,0.0,0,0.4,0.5058099884370469,0.21105623466174261,4.0,1713.0,1626.0,87.0,1666.0,0.0,0.25,1.2247448713915887,0.5477225575051661,0.32106538874322144,0.7645979526991347
2017-11-15,Australia,Honduras,3,1,2,1,World Cup qualifier,False,2,5.0,0.0,1,0.4,0.3372066589580313,0.14070415644116174,4.0,1713.0,1626.0,87.0,1596.6,1.0,0.25,1.2247448713915887,0.5477225575051661,0.214043592495481,0.5097319684660897
2018-03-23,Australia,Norway,1,4,-3,-1,Friendly,False,0,128.0,0.8,0,0.6,0.5581377726386876,0.7604694376274411,1.0,1713.0,1561.0,152.0,1566.2,0.0,0.5,0.8366600265340751,0.5477225575051661,0.476029061663654,1.6731546456440598
2018-03-27,Australia,Colombia,0,0,0,0,Friendly,True,1,4.0,0.0,0,0.4,0.37209184842579174,-0.49302037491503925,1.0,1715.0,1934.0,-219.0,1599.6,0.0,0.4,1.8708286933869704,0.5477225575051661,-0.015980625557563966,-0.21789690290396013
2018-06-01,Australia,Czechia,4,0,4,1,Friendly,True,2,66.0,0.0,1,0.4,0.24806123228386115,-0.3286802499433595,1.0,1734.0,1702.0,32.0,1671.8,1.0,0.4,1.8708286933869704,0.5477225575051661,-0.01065375037170932,-0.1452646019359734
2018-06-09,Australia,Hungary,2,1,1,1,Friendly,False,2,8.0,0.6,1,0.4,0.49870748818924077,1.114213166704427,1.0,1734.0,1583.0,151.0,1689.8,1.0,0.4,2.6076809620810595,0.5477225575051661,-0.007102500247806176,0.9031569320426844
2018-06-16,Australia,France,1,2,-1,-1,World Cup,True,0,7.0,0.8,0,0.6,0.6658049921261605,1.0761421111362848,5.0,1734.0,1994.0,-260.0,1681.2,0.0,0.6,2.588435821108957,0.5477225575051661,0.3285983331681292,0.935437954695123
2018-06-21,Australia,Denmark,1,1,0,0,World Cup,True,1,5.0,0.2,0,0.4,0.44386999475077366,0.3840947407575232,5.0,1734.0,1841.0,-107.0,1754.8,0.0,0.4,2.588435821108957,0.5477225575051661,-0.11426777788791392,-0.3763746968699179
2018-06-26,Australia,Peru,0,2,-2,-1,World Cup,True,0,5.0,0.8,0,0.4,0.2959133298338491,0.2560631605050155,5.0,1734.0,1906.0,-172.0,1810.8,0.0,0.4,1.9235384061671343,0.5477225575051661,-0.07617851859194263,0.7490835354200547
2018-10-15,Australia,Kuwait,4,0,4,1,Friendly,False,2,111.0,0.4,1,0.4,0.19727555322256607,-0.4959578929966564,1.0,1734.0,1467.0,267.0,1805.2,,0.4,2.3021728866442674,0.5477225575051661,-0.05078567906129508,-0.1672776430532969
2018-11-17,Australia,South Korea,1,1,0,0,Friendly,False,1,33.0,0.4,0,0.4,0.46485036881504405,1.002694738002229,1.0,1722.0,1774.0,-52.0,1758.2,0.0,0.25,2.3021728866442674,0.5477225575051661,-0.03385711937419672,-0.11151842870219797
2018-11-20,Australia,Lebanon,3,0,3,1,Friendly,False,2,3.0,0.2,1,0.2,0.309900245876696,0.6684631586681528,1.0,1722.0,1458.0,264.0,1796.4,,0.0,2.2803508501982757,0.4472135954999579,-0.3559047462494645,-0.407678952468132
2018-12-30,Australia,Oman,5,0,5,1,Friendly,True,2,40.0,1.0,1,0.4,0.5399334972511306,1.4456421057787685,1.0,1722.0,1540.0,182.0,1689.2,1.0,0.0,2.449489742783178,0.5477225575051661,0.09606350250035695,1.0615473650212452
2019-01-06,Australia,Jordan,0,1,-1,-1,Asian Cup,True,0,7.0,2.0,0,0.6,0.6932889981674203,2.6304280705191787,2.0,1722.0,1448.0,274.0,1629.0,,0.3333333333333333,2.9154759474226504,0.5477225575051661,0.3973756683335712,2.374364910014163
2019-01-11,Australia,Palestine,3,0,3,1,Asian Cup,True,2,5.0,2.2,1,0.6,0.46219266544494686,1.420285380346119,2.0,1722.0,1395.0,327.0,1537.4,,0.5,2.588435821108957,0.5477225575051661,0.2649171122223808,1.9162432733427754
2019-01-15,Australia,Syria,3,2,1,1,Asian Cup,True,2,4.0,2.0,1,0.6,0.6414617769632979,1.946856920230746,2.0,1722.0,1611.0,111.0,1523.0,1.0,0.5,2.449489742783178,0.5477225575051661,0.17661140814825382,0.9441621822285169
2019-01-21,Australia,Uzbekistan,0,0,0,0,Asian Cup,True,1,6.0,2.2,0,0.8,0.7609745179755318,1.6312379468204974,2.0,1722.0,1608.0,114.0,1490.4,0.0,1.0,2.280350850198276,0.4472135954999579,0.4510742720988358,0.9627747881523446
2019-01-25,Australia,United Arab Emirates,0,1,-1,-1,Asian Cup,False,0,4.0,1.6,0,0.6,0.5073163453170212,1.0874919645469983,2.0,1722.0,1484.0,238.0,1520.4,,0.6666666666666666,2.4083189157584592,0.5477225575051661,-0.03261715193410941,-0.35815014123177025
2019-06-07,Australia,South Korea,0,1,-1,-1,Friendly,False,0,133.0,0.4,0,0.4,0.33821089687801414,0.39166130969799884,1.0,1722.0,1774.0,-52.0,1509.2,0.0,0.5,1.6733200530681511,0.5477225575051661,-0.35507810128940615,-2.23876676082118
2019-09-10,Australia,Kuwait,3,0,3,1,World Cup and Asian Cup qual,False,2,95.0,0.4,1,0.4,0.22547393125200943,-0.07222579353466745,2.0,1722.0,1439.0,283.0,1574.4,,0.3333333333333333,1.6733200530681511,0.5477225575051661,-0.23671873419293743,-1.4925111738807866
2019-10-10,Australia,Nepal,5,0,5,1,World Cup and Asian Cup qual,False,2,30.0,0.4,1,0.4,0.4836492875013396,0.9518494709768883,2.0,1722.0,899.0,823.0,1583.2,,0.3333333333333333,1.6733200530681511,0.5477225575051661,-0.15781248946195825,-0.9950074492538576
2019-10-15,Australia,Taiwan,7,1,6,1,World Cup and Asian Cup qual,False,2,5.0,1.2,1,0.4,0.6557661916675598,2.301232980651259,2.0,1722.0,986.0,736.0,1440.8,,0.0,2.6832815729997477,0.5477225575051661,-0.10520832630797206,0.6699950338307616
2019-11-14,Australia,Jordan,1,0,1,1,World Cup and Asian Cup qual,False,2,30.0,2.4,1,0.6,0.7705107944450399,3.5341553204341722,2.0,1722.0,1448.0,274.0,1316.4,,0.6,3.286335345030997,0.5477225575051661,0.2631944491280187,2.446663355887174
2021-06-03,Australia,Kuwait,3,0,3,1,World Cup and Asian Cup qual,False,2,567.0,2.8,1,0.8,0.8470071962966932,2.6894368802894477,2.0,1722.0,1426.0,296.0,1309.2,,0.8,2.863564212655271,0.4472135954999579,0.508796299418679,2.297775570591449
2021-06-07,Australia,Taiwan,5,1,4,1,World Cup and Asian Cup qual,True,2,4.0,3.6,1,1.0,0.8980047975311288,2.792957920192965,2.0,1731.0,909.0,822.0,1239.6,,1.0,1.9493588689617931,0.0,0.6725308662791194,2.865183713727632
2021-06-11,Australia,Nepal,3,0,3,1,World Cup and Asian Cup qual,True,2,4.0,3.8,1,1.0,0.932003198354086,3.1953052801286432,2.0,1731.0,941.0,790.0,1133.6,,1.0,1.9235384061671346,0.0,0.44835391085274634,2.243455809151755
2021-06-15,Australia,Jordan,1,0,1,1,World Cup and Asian Cup qual,True,2,4.0,3.4,1,1.0,0.9546687989027239,3.1302035200857623,2.0,1731.0,1477.0,254.0,1142.0,,1.0,1.8165902124584954,0.0,0.29890260723516415,0.8289705394345033
2021-09-02,Australia,China,3,0,3,1,World Cup qualifier,True,2,79.0,2.4,1,1.0,0.9697791992684826,2.4201356800571747,4.0,1731.0,1473.0,258.0,1240.2,,1.0,1.3416407864998752,0.0,0.19926840482344266,-1.1140196403769975
2021-09-07,Australia,Vietnam,1,0,1,1,World Cup qualifier,False,2,5.0,2.8,1,1.0,0.9798527995123217,2.613423786704783,4.0,1731.0,1425.0,306.0,1245.2,,1.0,1.0954451150103335,0.0,0.13284560321562855,-0.07601309358466457
2021-10-07,Australia,Oman,3,1,2,1,World Cup qualifier,True,2,30.0,2.4,1,1.0,0.9865685330082146,2.075615857803189,4.0,1731.0,1496.0,235.0,1245.0,,1.0,1.3416407864998752,0.0,0.08856373547708574,-0.7173420623897759
2021-10-12,Australia,Japan,1,2,-1,-1,World Cup qualifier,False,0,5.0,2.0,0,1.0,0.991045688672143,2.0504105718687926,4.0,1731.0,1762.0,-31.0,1362.4,0.0,1.0,1.000000000000002,0.0,0.059042490318057084,-1.1448947082598506
2021-11-11,Australia,Saudi Arabia,0,0,0,0,World Cup qualifier,False,1,30.0,1.2,0,0.8,0.6606971257814287,1.0336070479125283,4.0,1731.0,1556.0,175.0,1526.6,0.0,0.8,1.4832396974191346,0.4472135954999579,-0.29397167312129524,-2.0965964721732337
2021-11-16,Australia,China,1,1,0,0,World Cup qualifier,True,1,5.0,1.0,0,0.6,0.44046475052095246,0.6890713652750189,4.0,1731.0,1473.0,258.0,1542.4,,0.0,1.5811388300841915,0.5477225575051661,-0.5293144487475301,-1.7310643147821558
2022-01-27,Australia,Vietnam,4,0,4,1,World Cup qualifier,False,2,72.0,0.4,1,0.4,0.2936431670139683,0.4593809101833459,4.0,1731.0,1425.0,306.0,1542.4,,0.0,1.1401754250991412,0.5477225575051661,-0.6862096324983534,-2.154042876521437
2022-02-01,Australia,Oman,2,2,0,0,World Cup qualifier,False,1,5.0,1.0,0,0.4,0.5290954446759789,1.6395872734555639,4.0,1731.0,1496.0,235.0,1542.4,,0.0,2.0000000000000013,0.5477225575051661,-0.45747308833223566,-0.43602858434762504
2022-03-24,Australia,Japan,0,2,-2,-1,World Cup qualifier,False,0,51.0,0.6,0,0.2,0.3527302964506526,1.0930581823037093,4.0,1731.0,1762.0,-31.0,1542.4,0.0,0.0,1.9493588689617947,0.4472135954999579,-0.6383153922214904,-0.9573523895650833
2022-03-29,Australia,Saudi Arabia,0,1,-1,-1,World Cup qualifier,False,0,5.0,0.4,0,0.2,0.23515353096710176,0.06203878820247288,4.0,1731.0,1556.0,175.0,1542.4,0.0,0.0,2.190890230020666,0.4472135954999579,-0.4255435948143269,-0.9715682597100554
2022-06-01,Australia,Jordan,2,1,1,1,Friendly,True,2,64.0,0.2,1,0.2,0.1567690206447345,-0.2919741411983514,1.0,1731.0,1450.0,281.0,1542.4,,0.0,2.280350850198278,0.4472135954999579,-0.28369572987621794,-0.9810455064733703
2022-06-07,Australia,United Arab Emirates,2,1,1,1,World Cup qualifier,True,2,6.0,0.4,1,0.4,0.43784601376315635,0.13868390586776572,4.0,1731.0,1474.0,257.0,1537.8,,0.0,2.3021728866442692,0.5477225575051661,0.14420284674918804,-0.32069700431558024
2022-06-13,Australia,Peru,0,0,0,0,World Cup qualifier,True,1,6.0,-0.2,0,0.4,0.6252306758421042,0.42578927057851046,4.0,1731.0,1792.0,-61.0,1547.6,0.0,0.0,1.3038404810405333,0.5477225575051661,0.09613523116612532,-1.2137980028770534
2022-09-22,Australia,New Zealand,1,0,1,1,Friendly,False,2,101.0,-0.2,1,0.4,0.4168204505614028,0.283859513719007,1.0,1731.0,1544.0,187.0,1606.8,1.0,0.0,1.3038404810405333,0.5477225575051661,0.0640901541107502,-0.8091986685847024
2022-09-25,Australia,New Zealand,2,0,2,1,Friendly,False,2,3.0,0.4,1,0.6,0.6112136337076018,0.5225730091460047,1.0,1731.0,1544.0,187.0,1563.2,1.0,0.3333333333333333,0.8944271909999204,0.5477225575051661,0.37606010274050006,0.4605342209435318
2022-11-22,Australia,France,1,4,-3,-1,World Cup,True,0,58.0,1.0,0,0.8,0.7408090891384012,1.0150486727640031,5.0,1731.0,2073.0,-342.0,1560.8,0.0,0.6666666666666666,0.7071067811865523,0.4472135954999579,0.5840400684936666,1.3070228139623545
2022-11-26,Australia,Tunisia,1,0,1,1,World Cup,True,2,4.0,0.2,1,0.6,0.49387272609226746,-0.32330088482399794,5.0,1731.0,1705.0,26.0,1685.4,1.0,0.5,1.9235384061671368,0.5477225575051661,0.056026712329111106,-0.4619847906917637
2022-11-30,Australia,Denmark,1,0,1,1,World Cup,True,2,4.0,0.2,1,0.6,0.662581817394845,0.1177994101173347,5.0,1731.0,1983.0,-252.0,1731.6,1.0,0.6,1.9235384061671368,0.5477225575051661,0.037351141552740774,-0.30798986046117577
2022-12-03,Australia,Argentina,1,2,-1,-1,World Cup,True,0,3.0,0.4,0,0.8,0.7750545449298967,0.4118662734115565,5.0,1731.0,2143.0,-412.0,1769.8,0.0,0.8,1.949358868961795,0.4472135954999579,0.35823409436849385,0.12800675969254954
2023-03-24,Australia,Ecuador,3,1,2,1,Friendly,False,2,111.0,0.0,1,0.6,0.5167030299532644,-0.05875581772562899,1.0,1731.0,1841.0,-110.0,1889.6,1.0,0.6,2.000000000000002,0.5477225575051661,-0.0945106037543374,-0.5813288268716337
2023-03-28,Australia,Ecuador,1,2,-1,-1,Friendly,False,0,4.0,0.0,0,0.6,0.6778020199688429,0.6274961215162473,1.0,1776.0,1840.0,-64.0,1949.0,0.0,0.6,2.000000000000002,0.5477225575051661,-0.06300706916955823,-0.3875525512477558
2023-06-15,Australia,Argentina,0,2,-2,-1,Friendly,True,0,79.0,0.4,0,0.6,0.45186801331256193,0.0849974143441649,1.0,1776.0,2145.0,-369.0,1902.4,0.0,0.6,1.3416407864998772,0.5477225575051661,-0.04200471277970552,0.40829829916816285
2023-09-09,Australia,Mexico,2,2,0,0,Friendly,True,1,86.0,-0.2,0,0.4,0.3012453422083746,-0.6100017237705567,1.0,1776.0,1819.0,-43.0,1990.4,0.0,0.4,1.6431676725155016,0.5477225575051661,-0.3613364751864704,-0.7278011338878915
2023-10-13,Australia,England,0,1,-1,-1,Friendly,False,0,34.0,-0.4,0,0.2,0.2008302281389164,-0.4066678158470378,1.0,1776.0,1992.0,-216.0,1957.6,0.0,0.2,1.5165750888103138,0.4472135954999579,-0.5742243167909803,-0.8185340892585944
2023-10-17,Australia,New Zealand,2,0,2,1,Friendly tournament,True,2,4.0,-0.4,1,0.2,0.1338868187592776,-0.6044452105646919,2.0,1776.0,1524.0,252.0,1927.4,1.0,0.2,1.5165750888103138,0.4472135954999579,-0.38281621119398684,-0.5456893928390629
2023-11-16,Australia,Bangladesh,7,0,7,1,World Cup and Asian Cup qual,False,2,30.0,-0.4,1,0.2,0.4225912125061851,0.26370319295687206,2.0,1776.0,912.0,864.0,1864.0,,0.2,1.5165750888103138,0.4472135954999579,-0.25521080746265784,-0.3637929285593753
2023-11-21,Australia,Palestine,1,0,1,1,World Cup and Asian Cup qual,True,2,5.0,1.2,1,0.4,0.6150608083374567,2.509135461971248,2.0,1776.0,1432.0,344.0,1678.4,,0.25,3.563705936241093,0.5477225575051661,0.16319279502489475,2.4241380476270833
2024-01-06,Australia,Bahrain,2,0,2,1,Friendly,True,2,46.0,1.8,1,0.6,0.7433738722249711,2.006090307980832,1.0,1776.0,1480.0,296.0,1535.8,,0.3333333333333333,3.1144823004794886,0.5477225575051661,0.44212853001659647,2.6160920317513887
2024-01-13,Australia,India,2,0,2,1,Asian Cup,True,2,7.0,2.2,1,0.8,0.8289159148166473,2.0040602053205547,2.0,1776.0,1240.0,536.0,1468.0,,0.5,2.949576240750526,0.4472135954999579,0.6280856866777309,2.4107280211675928
2024-01-18,Australia,Syria,1,0,1,1,Asian Cup,True,2,5.0,2.8,1,1.0,0.8859439432110982,2.0027068035470363,2.0,1776.0,1423.0,353.0,1317.6,,1.0,2.387467277262665,0.0,0.7520571244518206,2.6071520141117284
2024-01-23,Australia,Uzbekistan,1,1,0,0,Asian Cup,True,1,5.0,2.6,0,1.0,0.9239626288073989,1.6684712023646908,2.0,1776.0,1615.0,161.0,1297.4,0.0,1.0,2.509980079602227,0.0,0.5013714163012137,1.4047680094078188
2024-01-28,Australia,Indonesia,4,0,4,1,Asian Cup,True,2,5.0,1.2,1,0.8,0.6159750858715992,1.1123141349097938,2.0,1776.0,1297.0,479.0,1438.0,,0.8,0.8366600265340798,0.4472135954999579,0.0009142775341425269,-1.3968213270614542
2024-02-02,Australia,South Korea,1,2,-1,-1,Asian Cup,True,0,5.0,1.8,0,0.8,0.7439833905810662,2.074876089939863,2.0,1776.0,1773.0,3.0,1411.0,0.0,0.8,1.4832396974191344,0.4472135954999579,0.0006095183560951289,0.06878578195903096
2024-03-21,Australia,Lebanon,2,0,2,1,World Cup and Asian Cup qual,False,2,48.0,1.2,1,0.6,0.4959889270540441,1.049917393293242,2.0,1767.0,1284.0,483.0,1469.6,,0.0,1.9235384061671363,0.5477225575051661,-0.33292698776260315,-0.9541428120273128
2024-03-26,Australia,Lebanon,5,0,5,1,World Cup and Asian Cup qual,False,2,5.0,1.2,1,0.6,0.6639926180360294,1.366611595528828,2.0,1767.0,1284.0,483.0,1478.4,,0.0,1.9235384061671363,0.5477225575051661,-0.22195132517506877,-0.6360952080182083
2024-06-06,Australia,Bangladesh,2,0,2,1,World Cup and Asian Cup qual,False,2,72.0,2.0,1,0.6,0.7759950786906863,2.577741063685885,2.0,1767.0,939.0,828.0,1450.6,,0.0,2.5495097567963936,0.5477225575051661,-0.1479675501167126,0.9092698613211943
2024-06-11,Australia,Palestine,5,0,5,1,World Cup and Asian Cup qual,False,2,5.0,2.4,1,0.8,0.850663385793791,2.3851607091239235,2.0,1767.0,1417.0,350.0,1315.4,,0.8,2.302172886644269,0.4472135954999579,0.23468829992219176,1.2728465742141297
2024-09-05,Australia,Bahrain,0,1,-1,-1,World Cup qualifier,False,0,86.0,2.6,0,0.8,0.9004422571958607,3.2567738060826152,4.0,1767.0,1461.0,306.0,1339.4,,0.8,2.5099800796022276,0.4472135954999579,0.15645886661479447,1.1818977161427524
2024-09-10,Australia,Indonesia,0,0,0,0,World Cup qualifier,False,1,5.0,2.6,0,0.8,0.6002948381305738,1.837849204055077,4.0,1767.0,1297.0,470.0,1277.0,,0.8,2.5099800796022276,0.4472135954999579,0.1043059110765297,0.7879318107618349
2024-10-10,Australia,China,3,1,2,1,World Cup qualifier,False,2,30.0,2.2,1,0.6,0.4001965587537159,1.2252328027033845,4.0,1767.0,1400.0,367.0,1279.6,,0.6,2.7748873851023226,0.5477225575051661,-0.2637960592823135,-0.14137879282544352
2024-10-15,Australia,Japan,1,1,0,0,World Cup qualifier,False,1,5.0,1.6,0,0.6,0.600131039169144,1.4834885351355898,4.0,1767.0,1852.0,-85.0,1302.8,0.0,0.6,2.3021728866442692,0.5477225575051661,-0.17586403952154228,-1.0942525285502953
2024-11-14,Australia,Saudi Arabia,0,0,0,0,World Cup qualifier,False,1,30.0,1.2,0,0.4,0.400087359446096,0.9889923567570599,4.0,1767.0,1621.0,146.0,1485.4,0.0,0.4,2.3874672772626657,0.5477225575051661,-0.45057602634769495,-1.3961683523668635
2024-11-19,Australia,Bahrain,2,2,0,0,World Cup qualifier,False,1,5.0,0.2,0,0.2,0.26672490629739737,0.65932823783804,4.0,1767.0,1461.0,306.0,1526.2,,0.0,1.0954451150103364,0.4472135954999579,-0.6337173508984633,-2.5974455682445754
2025-03-20,Australia,Indonesia,5,1,4,1,World Cup qualifier,False,2,121.0,0.4,1,0.2,0.17781660419826492,0.4395521585586933,4.0,1767.0,1397.0,370.0,1526.2,,0.0,0.8944271909999207,0.4472135954999579,-0.4224782339323089,-1.3982970454963837
2025-03-25,Australia,China,2,0,2,1,World Cup qualifier,False,2,5.0,1.2,1,0.4,0.45187773613217663,1.6263681057057955,4.0,1767.0,1400.0,367.0,1546.2,,0.0,1.7888543819998337,0.5477225575051661,0.05168117737846073,0.40113530300241096
2025-06-05,Australia,Japan,1,0,1,1,World Cup qualifier,False,2,72.0,1.2,1,0.4,0.634585157421451,1.7509120704705303,4.0,1767.0,1852.0,-85.0,1546.2,1.0,0.0,1.7888543819998337,0.5477225575051661,0.03445411825230704,0.26742353533494057
2025-06-10,Australia,Saudi Arabia,2,1,1,1,World Cup qualifier,False,2,5.0,1.4,1,0.6,0.7563901049476339,1.5006080469803535,4.0,1776.0,1591.0,185.0,1546.2,1.0,0.5,1.6733200530681531,0.5477225575051661,0.3563027455015379,0.5116156902232937
2025-09-05,Australia,New Zealand,1,0,1,1,Friendly,False,2,87.0,1.6,1,0.8,0.8375934032984226,1.3337386979869024,1.0,1776.0,1603.0,173.0,1540.2,1.0,1.0,1.5165750888103122,0.4472135954999579,0.5708684970010252,0.6744104601488624
2025-09-09,Australia,New Zealand,3,1,2,1,Friendly,False,2,4.0,1.8,1,1.0,0.8917289355322818,1.2224924653246017,1.0,1791.0,1588.0,203.0,1568.6,1.0,1.0,1.3038404810405322,0.0,0.7139123313340169,0.7829403067659084
2025-10-10,Australia,Canada,1,0,1,1,Friendly,False,2,31.0,1.4,1,1.0,0.9278192903548547,1.4816616435497345,1.0,1791.0,1797.0,-6.0,1606.8,1.0,1.0,0.5477225575051723,0.0,0.47594155422267803,-0.14470646215606098
2025-10-14,Australia,USA,1,2,-1,-1,Friendly,False,0,4.0,1.2,0,1.0,0.9518795269032365,1.3211077623664897,1.0,1791.0,1698.0,93.0,1686.2,0.0,1.0,0.447213595499966,0.0,0.31729436948178547,-0.4298043081040406
2025-11-14,Australia,Venezuela,0,1,-1,-1,Friendly,True,0,31.0,0.8,0,0.8,0.6345863512688243,0.5474051749109932,1.0,1791.0,1717.0,74.0,1655.4,0.0,0.8,1.095445115010336,0.4472135954999579,-0.12180375367880958,-0.9532028720693604
2025-11-18,Australia,Colombia,0,3,-3,-1,Friendly,True,0,4.0,0.4,0,0.6,0.4230575675125496,0.03160344994066211,1.0,1774.0,1998.0,-224.0,1680.6,0.0,0.6,1.3416407864998772,0.5477225575051661,-0.414535835785873,-1.3021352480462403
2026-03-27,Australia,Cameroon,1,0,1,1,FIFA Series,False,2,129.0,-0.4,1,0.4,0.2820383783416997,-0.9789310333728919,2.0,1774.0,1559.0,215.0,1759.6,1.0,0.4,1.9493588689617953,0.5477225575051661,-0.6096905571905822,-2.2014234986974937
2026-03-31,Australia,Curaçao,5,1,4,1,FIFA Series,False,2,4.0,-0.6,1,0.4,0.5213589188944665,-0.31928735558192795,2.0,1774.0,1467.0,307.0,1753.8,,0.4,1.673320053068154,0.5477225575051661,-0.40646037146038816,-1.8009489991316625
2026-05-30,Australia,Mexico,0,1,-1,-1,Friendly,True,0,60.0,0.0,0,0.4,0.6809059459296444,1.1204750962787147,1.0,1774.0,1835.0,-61.0,1687.8,0.0,0.25,2.645751311064592,0.5477225575051661,-0.27097358097359214,-0.20063266608777508
2026-06-06,Australia,Switzerland,1,1,0,0,Friendly,True,1,7.0,0.0,0,0.4,0.45393729728642956,0.4136500641858098,1.0,1774.0,1897.0,-123.0,1715.2,0.0,0.25,2.645751311064592,0.5477225575051661,-0.18064905398239478,-0.13375511072518337
2008-10-11,Belgium,Armenia,2,0,2,1,World Cup qualifier,False,2,,-1.2,1,0.2,0.2559241706161137,-0.5402843601895738,4.0,1629.0,1453.0,176.0,,,0.2,,,,
2008-10-15,Belgium,Spain,1,2,-1,-1,World Cup qualifier,False,0,4.0,-0.2,0,0.4,0.5278195488721804,0.38796992481202963,4.0,1641.0,2098.0,-457.0,,0.0,0.4,,,,
2008-11-19,Belgium,Luxembourg,1,1,0,0,Friendly,False,1,35.0,0.0,0,0.4,0.3409422049538611,-0.1034482758620692,1.0,1641.0,1088.0,553.0,,,0.4,,,,
2009-02-11,Belgium,Slovenia,2,0,2,1,Friendly,False,2,84.0,0.4,1,0.4,0.22268041237113406,-0.06756542426645536,1.0,1641.0,1594.0,47.0,,1.0,0.4,,,,
2009-03-28,Belgium,Bosnia and Herzegovina,2,4,-2,-1,World Cup qualifier,False,0,45.0,0.6,0,0.4,0.48870690104845865,0.6400292107871262,4.0,1641.0,1561.0,80.0,,0.0,0.5,,,,
2009-04-01,Belgium,Bosnia and Herzegovina,1,2,-1,-1,World Cup qualifier,False,0,4.0,0.2,0,0.4,0.32292977165015085,-0.25551055579491594,4.0,1641.0,1561.0,80.0,1558.8,0.0,0.3333333333333333,1.7888543819998317,0.5477225575051661,0.06700560103403713,0.2847738043946579
2009-05-29,Belgium,Chile,1,1,0,0,Friendly tournament,True,1,58.0,-0.4,0,0.2,0.21402749301823545,-0.5065762797046242,2.0,1641.0,1803.0,-162.0,1580.4,0.0,0.25,1.51657508881031,0.4472135954999579,-0.313792055853945,-0.8945462045166538
2009-05-31,Belgium,Japan,0,4,-4,-1,Friendly tournament,False,0,2.0,-0.2,0,0.2,0.14213086309721346,-0.33640595814883995,2.0,1641.0,1749.0,-108.0,1521.4,0.0,0.25,1.4832396974191326,0.4472135954999579,-0.19881134185664767,-0.23295768228677075
2009-08-12,Belgium,Czechia,1,3,-2,-1,Friendly,False,0,73.0,-1.0,0,0.2,0.09450921771278668,-1.563911177576127,1.0,1641.0,1845.0,-204.0,1653.6,0.0,0.2,2.23606797749979,0.4472135954999579,-0.12817119465834736,-1.4963457533096716
2009-09-05,Belgium,Spain,0,5,-5,-1,World Cup qualifier,False,0,24.0,-1.8,0,0.0,0.06289786083747592,-1.7097737688512846,4.0,1641.0,2098.0,-457.0,1703.8,0.0,0.0,1.4832396974191326,0.0,-0.42580904021098276,-2.349802979638411
